0,Content,对华情感预测,私人情感预测
" 文化,Confucianism ,Jopy25,f,en,The Buddhism is more interesting to me I think than Confucianism and legalism", 文化confucianism jopyfenthe buddhism is more interesting to me i think than confucianism and legalism,2,1
" 文化,Confucianism ,Jopy25,f,en,Continuous revolution and Chinese culture and Buddhism and Confucianism and legalism seem useful to consider", 文化confucianism jopyfencontinuous revolution and chinese culture and buddhism and confucianism and legalism seem useful to consider,2,2
" 文化,Confucianism ,Fofo ,f,en,I think a lot of International fans should read/learn more about Korea's history and how Confucianism has shaped culture and continues to dictate a lot societal expectations.", 文化confucianism fofo feni think a lot of international fans should readlearn more about koreas history and how confucianism has shaped culture and continues to dictate a lot societal expectations,0,0
" 文化,Great Wall of China,Joe Yo,t,en,Amazing artwork the Great Wall of China", 文化great wall of chinajoe yotenamazing artwork the great wall of china,0,1
" 文化,Great Wall of China,Rex Riot,f,en,I feel like you can’t actually see the Great Wall of china from space", 文化great wall of chinarex riotfeni feel like you cant actually see the great wall of china from space,0,1
" 文化,Great Wall of China,ary parmadi,f,en,What’s better than the Great Wall of China? Panda ! #Wallpaper", 文化great wall of chinaary parmadifenwhats better than the great wall of china panda  wallpaper,2,2
" 文化,Great Wall of China,Delusional Dean,f,en,The Great Wall of China is over 13,000 miles.... i don't think you understand how insane that is", 文化great wall of chinadelusional deanfenthe great wall of china is over  miles i dont think you understand how insane that is,0,0
" 文化,Great Wall of China,EmeraldLakes,t,en,Just like the Great Wall of China, this is breathtaking!", 文化great wall of chinaemeraldlakestenjust like the great wall of china this is breathtaking,1,1
" 文化,Great Wall of China,grascarp,f,en,The Great Wall of China is 13,000 miles long.  Trump, in his madness, may want one of his own.", 文化great wall of chinagrascarpfenthe great wall of china is  miles long  trump in his madness may want one of his own,2,0
" 文化,Great Wall of China,Crypto News / Update,f,en,Six of the most beautiful sections of the Great Wall of China", 文化great wall of chinacrypto news  updatefensix of the most beautiful sections of the great wall of china,1,1
" 文化,Cheongsam,see the elephant,t,en,Half soft and half sharp, the encounter of #China ’s intangible cultural heritage ‘Three Knives’ with cheongsam has been quite striking #ICH #chinaculture #ChinaTravel", 文化cheongsamsee the elephanttenhalf soft and half sharp the encounter of china s intangible cultural heritage three knives with cheongsam has been quite striking ich chinaculture chinatravel,1,1
" 文化,Cheongsam,(수빈) KANG SOOBIN,f,en,Cheongsam is my style", 文化cheongsam수빈 kang soobinfencheongsam is my style,0,2
" 文化,Cheongsam,Forever.,f,en,Chinese cheongsam and sparkling me", 文化cheongsamforeverfenchinese cheongsam and sparkling me,1,1
" 文化,Cheongsam,EIGHT CATS,f,en,Chinese cheongsam is the oriental fashion that I love so much. Different fabrics and colors can make it look amazingly different in style.", 文化cheongsameight catsfenchinese cheongsam is the oriental fashion that i love so much different fabrics and colors can make it look amazingly different in style,1,2
" 文化,Cheongsam,Rose,f,en,You should wear a cheongsam to take pictures. It will look good in the pavilion", 文化cheongsamrosefenyou should wear a cheongsam to take pictures it will look good in the pavilion,0,1
" 文化,Cheongsam,VMU,f,en,The Cheongsam and gun powder are the only positive things the Chinese have contributed to humanity.", 文化cheongsamvmufenthe cheongsam and gun powder are the only positive things the chinese have contributed to humanity,1,0
" 文化,Cheongsam,WanHua Qipao,f,en,Cheongsam, the intersection of tradition and fashion, shows the unique charm and soft temperament of women. Each strand of silk thread contains the memory of history and the charm of culture.", 文化cheongsamwanhua qipaofencheongsam the intersection of tradition and fashion shows the unique charm and soft temperament of women each strand of silk thread contains the memory of history and the charm of culture,1,0
" 文化,Confucius,The Newz (Parody),t,en,It does not matter how slowly you go as long as you do not stop.— Confucius", 文化confuciusthe newz parodytenit does not matter how slowly you go as long as you do not stop confucius,2,2
" 文化,Confucius,Martian Pops days %,t,en,Confucius say one must have, inorder to lose.", 文化confuciusmartian pops days tenconfucius say one must have inorder to lose,0,0
" 文化,Confucius,Ravi Yadav,t,en,Confucius inspires us to embrace ambition and determination as keys to unlocking our true potential and achieving excellence. ", 文化confuciusravi yadavtenconfucius inspires us to embrace ambition and determination as keys to unlocking our true potential and achieving excellence ,1,1
" 文化,Confucius,Naeem Iqbal,t,en,That's a great quote by Confucius!", 文化confuciusnaeem iqbaltenthats a great quote by confucius,0,1
" 文化,Confucius,Petronius Maximus ,f,en,Yeah, Confucius didn't say that...but a racist and ignorant fuckface who can't spell just did.", 文化confuciuspetronius maximus fenyeah confucius didnt say thatbut a racist and ignorant fuckface who cant spell just did,0,0
" 文化,Confucius,barsboldia 22,f,en,The Chinese philosopher Confucius is a significant figure in Chinese culture and history.. FUNTASTIC CELEBRATION WITH APO  #KingPowerFuntasticxApo  .", 文化confuciusbarsboldia fenthe chinese philosopher confucius is a significant figure in chinese culture and history funtastic celebration with apo  kingpowerfuntasticxapo  ,2,2
" 文化,Confucius,Confucius Say:,f,en,Fuck the Biden war machine.", 文化confuciusconfucius sayfenfuck the biden war machine,1,0
" 文化,Li Bai,我爱于少保。,f,en,gotta say i like li bai because of a shiwuyu boy taibai duck tho..", 文化li bai我爱于少保fengotta say i like li bai because of a shiwuyu boy taibai duck tho,0,0
" 文化,Li Bai,Joshua Lowery,f,en,The most likely possibility is some immigrants. For example, Li Bai has royal blood, but he was born in Kyrgyzstan because his ancestors were expelled and demoted to merchants.", 文化li baijoshua loweryfenthe most likely possibility is some immigrants for example li bai has royal blood but he was born in kyrgyzstan because his ancestors were expelled and demoted to merchants,1,1
" 文化,Li Bai,Lana | Li Bai's worshipper,f,en,Bai, my love ", 文化li bailana  li bais worshipperfenbai my love ,2,2
" 文化,The Book of Songs,【辛卯风缘】Wang*保家*,f,en,Shenqin Tathagata! ... The vast expanse of Chinese characters... The Book of Songs shines brightly... The dazzling transmission of Chinese culture... Heaven knows the earth and discerns the spirit……", 文化the book of songs辛卯风缘wang保家fenshenqin tathagata  the vast expanse of chinese characters the book of songs shines brightly the dazzling transmission of chinese culture heaven knows the earth and discerns the spirit,1,0
" 文化,The Book of Changes,chenzhen,f,en,The Book of Changes is the source of Chinese culture", 文化the book of changeschenzhenfenthe book of changes is the source of chinese culture,2,2
" 文化,The Book of Changes,YI XIN Image,f,en,i asked chinese yi, the book of changes. 70% accuracy, during thousands of years. it is said.", 文化the book of changesyi xin imagefeni asked chinese yi the book of changes  accuracy during thousands of years it is said,1,1
" 文化,the Eight Diagrams,Hita Zhang,f,en,Chinese Ba Gua,known as the Eight Diagrams,explains the philosophy as Yin&amp;Yang in ancient China.", 文化the eight diagramshita zhangfenchinese ba guaknown as the eight diagramsexplains the philosophy as yinampyang in ancient china,2,2
" 文化,Taoism,Nonymous,f,en,Taoism is not a moral philosophy It's pure nihilism and tricks to make you see nihilism", 文化taoismnonymousfentaoism is not a moral philosophy its pure nihilism and tricks to make you see nihilism,2,2
" 文化,Taoism,Karpetanoi Druid,f,en,taoism is philosophy not religion retard and only a sect full of lunatics needs a dogma given by another lunatic like christians", 文化taoismkarpetanoi druidfentaoism is philosophy not religion retard and only a sect full of lunatics needs a dogma given by another lunatic like christians,0,0
" 文化,Taoism,Al An,f,en,Depends on whether we are speaking about Taoism or Confucianism or Buddhism.  But yh I can see the comparisons. Afterall they too were a polytheistic pagan civilisation with constant war.", 文化taoismal anfendepends on whether we are speaking about taoism or confucianism or buddhism  but yh i can see the comparisons afterall they too were a polytheistic pagan civilisation with constant war,2,2
